zipcode18,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
95621,5033,Carmichael,CA,77,Sacramento,CA
95623,5182,Placerville,CA,77,Sacramento,CA
95624,5200,Sacramento,CA,77,Sacramento,CA
95625,5255,Vacaville,CA,33,Contra Costa County,CA
95626,5200,Sacramento,CA,77,Sacramento,CA
95627,5274,Woodland,CA,77,Sacramento,CA
95628,5033,Carmichael,CA,77,Sacramento,CA
95629,5104,Jackson,CA,77,Sacramento,CA
95630,5071,Folsom,CA,77,Sacramento,CA
95631,5012,Auburn,CA,77,Sacramento,CA
95632,5120,Lodi,CA,77,Sacramento,CA
95633,5182,Placerville,CA,77,Sacramento,CA
95634,5182,Placerville,CA,77,Sacramento,CA
95635,5182,Placerville,CA,77,Sacramento,CA
95636,5182,Placerville,CA,77,Sacramento,CA
95637,5274,Woodland,CA,77,Sacramento,CA
95638,5120,Lodi,CA,77,Sacramento,CA
95639,5200,Sacramento,CA,77,Sacramento,CA
95640,5104,Jackson,CA,77,Sacramento,CA
95641,5120,Lodi,CA,77,Sacramento,CA
95642,5104,Jackson,CA,77,Sacramento,CA
95644,5104,Jackson,CA,77,Sacramento,CA
95645,5274,Woodland,CA,77,Sacramento,CA
95646,5104,Jackson,CA,77,Sacramento,CA
95648,5199,Roseville,CA,77,Sacramento,CA
95650,5199,Roseville,CA,77,Sacramento,CA
95651,5200,Sacramento,CA,77,Sacramento,CA
95652,5200,Sacramento,CA,77,Sacramento,CA
95653,5274,Woodland,CA,77,Sacramento,CA
95654,5104,Jackson,CA,77,Sacramento,CA
95655,5200,Sacramento,CA,77,Sacramento,CA
95656,5182,Placerville,CA,77,Sacramento,CA
95658,5012,Auburn,CA,77,Sacramento,CA
95659,5200,Sacramento,CA,77,Sacramento,CA
95660,5033,Carmichael,CA,77,Sacramento,CA
95661,5199,Roseville,CA,77,Sacramento,CA
95662,5200,Sacramento,CA,77,Sacramento,CA
95663,5199,Roseville,CA,77,Sacramento,CA
95664,5012,Auburn,CA,77,Sacramento,CA
95665,5104,Jackson,CA,77,Sacramento,CA
95666,5104,Jackson,CA,77,Sacramento,CA
95667,5182,Placerville,CA,77,Sacramento,CA
95668,5200,Sacramento,CA,77,Sacramento,CA
95669,5104,Jackson,CA,77,Sacramento,CA
95670,5200,Sacramento,CA,77,Sacramento,CA
95671,5071,Folsom,CA,77,Sacramento,CA
95672,5200,Sacramento,CA,77,Sacramento,CA
95673,5200,Sacramento,CA,77,Sacramento,CA
95674,5137,Marysville,CA,77,Sacramento,CA
95675,5104,Jackson,CA,77,Sacramento,CA
95676,5274,Woodland,CA,77,Sacramento,CA
95677,5199,Roseville,CA,77,Sacramento,CA
95678,5199,Roseville,CA,77,Sacramento,CA
95679,5274,Woodland,CA,77,Sacramento,CA
95680,5200,Sacramento,CA,77,Sacramento,CA
95681,5199,Roseville,CA,77,Sacramento,CA
95682,5182,Placerville,CA,77,Sacramento,CA
95683,5200,Sacramento,CA,77,Sacramento,CA
95684,5182,Placerville,CA,77,Sacramento,CA
95685,5104,Jackson,CA,77,Sacramento,CA
95686,5120,Lodi,CA,77,Sacramento,CA
95687,5255,Vacaville,CA,33,Contra Costa County,CA
95688,5255,Vacaville,CA,33,Contra Costa County,CA
95689,5104,Jackson,CA,77,Sacramento,CA
95690,5200,Sacramento,CA,77,Sacramento,CA
95691,5200,Sacramento,CA,77,Sacramento,CA
95692,5137,Marysville,CA,77,Sacramento,CA
95693,5200,Sacramento,CA,77,Sacramento,CA
95694,5054,Davis,CA,77,Sacramento,CA
95695,5274,Woodland,CA,77,Sacramento,CA
95696,5255,Vacaville,CA,33,Contra Costa County,CA
95697,5274,Woodland,CA,77,Sacramento,CA
95698,5274,Woodland,CA,77,Sacramento,CA
95699,5104,Jackson,CA,77,Sacramento,CA
95701,5012,Auburn,CA,77,Sacramento,CA
95703,5012,Auburn,CA,77,Sacramento,CA
95709,5182,Placerville,CA,77,Sacramento,CA
95712,5087,Grass Valley,CA,77,Sacramento,CA
95713,5012,Auburn,CA,77,Sacramento,CA
95714,5012,Auburn,CA,77,Sacramento,CA
95715,5012,Auburn,CA,77,Sacramento,CA
95717,5012,Auburn,CA,77,Sacramento,CA
95720,5182,Placerville,CA,77,Sacramento,CA
95721,5235,South Lake Tahoe,CA,77,Sacramento,CA
95722,5012,Auburn,CA,77,Sacramento,CA
95724,5250,Truckee,CA,280,Reno,NV
95726,5182,Placerville,CA,77,Sacramento,CA
95728,5250,Truckee,CA,280,Reno,NV
95735,5235,South Lake Tahoe,CA,77,Sacramento,CA
95736,5012,Auburn,CA,77,Sacramento,CA
95741,5200,Sacramento,CA,77,Sacramento,CA
95742,5071,Folsom,CA,77,Sacramento,CA
95746,5199,Roseville,CA,77,Sacramento,CA
95747,5199,Roseville,CA,77,Sacramento,CA
95757,5200,Sacramento,CA,77,Sacramento,CA
95758,5200,Sacramento,CA,77,Sacramento,CA
95759,5200,Sacramento,CA,77,Sacramento,CA
95762,5200,Sacramento,CA,77,Sacramento,CA
95763,5071,Folsom,CA,77,Sacramento,CA
95765,5199,Roseville,CA,77,Sacramento,CA
95776,5274,Woodland,CA,77,Sacramento,CA
95798,5200,Sacramento,CA,77,Sacramento,CA
95799,5200,Sacramento,CA,77,Sacramento,CA
95811,5200,Sacramento,CA,77,Sacramento,CA
95812,5200,Sacramento,CA,77,Sacramento,CA
95813,5200,Sacramento,CA,77,Sacramento,CA
95814,5200,Sacramento,CA,77,Sacramento,CA
95815,5200,Sacramento,CA,77,Sacramento,CA
95816,5200,Sacramento,CA,77,Sacramento,CA
95817,5200,Sacramento,CA,77,Sacramento,CA
95818,5200,Sacramento,CA,77,Sacramento,CA
95819,5200,Sacramento,CA,77,Sacramento,CA
95820,5200,Sacramento,CA,77,Sacramento,CA
95821,5200,Sacramento,CA,77,Sacramento,CA
95822,5200,Sacramento,CA,77,Sacramento,CA
95823,5200,Sacramento,CA,77,Sacramento,CA
95824,5200,Sacramento,CA,77,Sacramento,CA
95825,5200,Sacramento,CA,77,Sacramento,CA
95826,5200,Sacramento,CA,77,Sacramento,CA
95827,5200,Sacramento,CA,77,Sacramento,CA
95828,5200,Sacramento,CA,77,Sacramento,CA
95829,5200,Sacramento,CA,77,Sacramento,CA
95830,5200,Sacramento,CA,77,Sacramento,CA
95831,5200,Sacramento,CA,77,Sacramento,CA
95832,5200,Sacramento,CA,77,Sacramento,CA
95833,5200,Sacramento,CA,77,Sacramento,CA
95834,5200,Sacramento,CA,77,Sacramento,CA
95835,5200,Sacramento,CA,77,Sacramento,CA
95836,5200,Sacramento,CA,77,Sacramento,CA
95837,5200,Sacramento,CA,77,Sacramento,CA
95838,5200,Sacramento,CA,77,Sacramento,CA
95840,5200,Sacramento,CA,77,Sacramento,CA
95841,5033,Carmichael,CA,77,Sacramento,CA
95842,5033,Carmichael,CA,77,Sacramento,CA
95843,5033,Carmichael,CA,77,Sacramento,CA
95851,5200,Sacramento,CA,77,Sacramento,CA
95852,5200,Sacramento,CA,77,Sacramento,CA
95853,5200,Sacramento,CA,77,Sacramento,CA
95860,5200,Sacramento,CA,77,Sacramento,CA
95864,5200,Sacramento,CA,77,Sacramento,CA
95865,5200,Sacramento,CA,77,Sacramento,CA
95866,5200,Sacramento,CA,77,Sacramento,CA
95867,5200,Sacramento,CA,77,Sacramento,CA
95894,5200,Sacramento,CA,77,Sacramento,CA
95899,5200,Sacramento,CA,77,Sacramento,CA
95901,5137,Marysville,CA,77,Sacramento,CA
95903,5137,Marysville,CA,77,Sacramento,CA
95910,5087,Grass Valley,CA,77,Sacramento,CA
95912,5274,Woodland,CA,77,Sacramento,CA
95913,5037,Chico,CA,31,Chico,CA
95914,5166,Oroville,CA,31,Chico,CA
95915,5188,Quincy,CA,280,Reno,NV
95916,5166,Oroville,CA,31,Chico,CA
95917,5090,Gridley,CA,77,Sacramento,CA
95918,5137,Marysville,CA,77,Sacramento,CA
95919,5137,Marysville,CA,77,Sacramento,CA
95920,5037,Chico,CA,31,Chico,CA
95922,5087,Grass Valley,CA,77,Sacramento,CA
95923,5036,Chester,CA,31,Chico,CA
95924,5087,Grass Valley,CA,77,Sacramento,CA
95925,5137,Marysville,CA,77,Sacramento,CA
95926,5037,Chico,CA,31,Chico,CA
95927,5037,Chico,CA,31,Chico,CA
95928,5037,Chico,CA,31,Chico,CA
95929,5037,Chico,CA,31,Chico,CA
95930,5166,Oroville,CA,31,Chico,CA
95932,5044,Colusa,CA,77,Sacramento,CA
95934,5188,Quincy,CA,280,Reno,NV
95935,5137,Marysville,CA,77,Sacramento,CA
95936,5087,Grass Valley,CA,77,Sacramento,CA
95937,5274,Woodland,CA,77,Sacramento,CA
95938,5037,Chico,CA,31,Chico,CA
95939,5037,Chico,CA,31,Chico,CA
95940,5166,Oroville,CA,31,Chico,CA
95941,5166,Oroville,CA,31,Chico,CA
95942,5037,Chico,CA,31,Chico,CA
95943,5037,Chico,CA,31,Chico,CA
95944,5087,Grass Valley,CA,77,Sacramento,CA
95945,5087,Grass Valley,CA,77,Sacramento,CA
95946,5087,Grass Valley,CA,77,Sacramento,CA
95947,5089,Greenville,CA,31,Chico,CA
95948,5090,Gridley,CA,77,Sacramento,CA
95949,5087,Grass Valley,CA,77,Sacramento,CA
95950,5274,Woodland,CA,77,Sacramento,CA
95951,5037,Chico,CA,31,Chico,CA
95953,5278,Yuba City,CA,77,Sacramento,CA
95954,5172,Paradise,CA,31,Chico,CA
95955,5044,Colusa,CA,77,Sacramento,CA
95956,5188,Quincy,CA,280,Reno,NV
95957,5044,Colusa,CA,77,Sacramento,CA
95958,5166,Oroville,CA,31,Chico,CA
95959,5087,Grass Valley,CA,77,Sacramento,CA
95960,5087,Grass Valley,CA,77,Sacramento,CA
95961,5137,Marysville,CA,77,Sacramento,CA
95962,5137,Marysville,CA,77,Sacramento,CA
95963,5037,Chico,CA,31,Chico,CA
95965,5166,Oroville,CA,31,Chico,CA
95966,5166,Oroville,CA,31,Chico,CA
95967,5172,Paradise,CA,31,Chico,CA
95968,5166,Oroville,CA,31,Chico,CA
95969,5172,Paradise,CA,31,Chico,CA
95970,5037,Chico,CA,31,Chico,CA
95971,5188,Quincy,CA,280,Reno,NV
95972,5166,Oroville,CA,31,Chico,CA
95973,5037,Chico,CA,31,Chico,CA
95974,5166,Oroville,CA,31,Chico,CA
95975,5087,Grass Valley,CA,77,Sacramento,CA
95976,5037,Chico,CA,31,Chico,CA
95977,5137,Marysville,CA,77,Sacramento,CA
95978,5172,Paradise,CA,31,Chico,CA
95979,5037,Chico,CA,31,Chico,CA
95980,5188,Quincy,CA,280,Reno,NV
95981,5166,Oroville,CA,31,Chico,CA
95982,5278,Yuba City,CA,77,Sacramento,CA
95983,5089,Greenville,CA,31,Chico,CA
95984,5188,Quincy,CA,280,Reno,NV
95986,5087,Grass Valley,CA,77,Sacramento,CA
95987,5044,Colusa,CA,77,Sacramento,CA
95988,5037,Chico,CA,31,Chico,CA
95991,5278,Yuba City,CA,77,Sacramento,CA
95992,5278,Yuba City,CA,77,Sacramento,CA
95993,5278,Yuba City,CA,77,Sacramento,CA
96001,5191,Redding,CA,73,Redding,CA
96002,5191,Redding,CA,73,Redding,CA
96003,5191,Redding,CA,73,Redding,CA
96006,5069,Fall River Mills,CA,73,Redding,CA
96007,5191,Redding,CA,73,Redding,CA
96008,5191,Redding,CA,73,Redding,CA
96009,5069,Fall River Mills,CA,73,Redding,CA
96010,5191,Redding,CA,73,Redding,CA
96011,5191,Redding,CA,73,Redding,CA
96013,5069,Fall River Mills,CA,73,Redding,CA
96014,5277,Yreka,CA,343,Medford,OR
96015,38027,Klamath Falls,OR,343,Medford,OR
96016,5191,Redding,CA,73,Redding,CA
96017,5191,Redding,CA,73,Redding,CA
96019,5191,Redding,CA,73,Redding,CA
96020,5036,Chester,CA,31,Chico,CA
96021,5037,Chico,CA,31,Chico,CA
96022,5191,Redding,CA,73,Redding,CA
96023,38027,Klamath Falls,OR,343,Medford,OR
96024,5191,Redding,CA,73,Redding,CA
96025,5148,Mount Shasta,CA,73,Redding,CA
96027,5277,Yreka,CA,343,Medford,OR
96028,5069,Fall River Mills,CA,73,Redding,CA
96029,5190,Red Bluff,CA,31,Chico,CA
96031,5277,Yreka,CA,343,Medford,OR
96032,5277,Yreka,CA,343,Medford,OR
96033,5191,Redding,CA,73,Redding,CA
96034,5148,Mount Shasta,CA,73,Redding,CA
96035,5190,Red Bluff,CA,31,Chico,CA
96037,5277,Yreka,CA,343,Medford,OR
96038,5277,Yreka,CA,343,Medford,OR
96039,38034,Medford,OR,343,Medford,OR
96040,5191,Redding,CA,73,Redding,CA
96041,5191,Redding,CA,73,Redding,CA
96044,5277,Yreka,CA,343,Medford,OR
96046,5074,Fortuna,CA,73,Redding,CA
96047,5191,Redding,CA,73,Redding,CA
96048,5264,Weaverville,CA,73,Redding,CA
96049,5191,Redding,CA,73,Redding,CA
96050,5277,Yreka,CA,343,Medford,OR
96051,5191,Redding,CA,73,Redding,CA
96052,5191,Redding,CA,73,Redding,CA
96054,38027,Klamath Falls,OR,343,Medford,OR
96055,5037,Chico,CA,31,Chico,CA
96056,5069,Fall River Mills,CA,73,Redding,CA
96057,5148,Mount Shasta,CA,73,Redding,CA
96058,38027,Klamath Falls,OR,343,Medford,OR
96059,5191,Redding,CA,73,Redding,CA
96061,5036,Chester,CA,31,Chico,CA
96062,5191,Redding,CA,73,Redding,CA
96063,5036,Chester,CA,31,Chico,CA
96064,5277,Yreka,CA,343,Medford,OR
96065,5191,Redding,CA,73,Redding,CA
96067,5148,Mount Shasta,CA,73,Redding,CA
96068,5069,Fall River Mills,CA,73,Redding,CA
96069,5191,Redding,CA,73,Redding,CA
96070,5191,Redding,CA,73,Redding,CA
96071,5191,Redding,CA,73,Redding,CA
96073,5191,Redding,CA,73,Redding,CA
96074,5190,Red Bluff,CA,31,Chico,CA
96075,5190,Red Bluff,CA,31,Chico,CA
96076,5191,Redding,CA,73,Redding,CA
96078,5190,Red Bluff,CA,31,Chico,CA
96079,5191,Redding,CA,73,Redding,CA
96080,5190,Red Bluff,CA,31,Chico,CA
96084,5191,Redding,CA,73,Redding,CA
96085,5277,Yreka,CA,343,Medford,OR
96086,5277,Yreka,CA,343,Medford,OR
96087,5191,Redding,CA,73,Redding,CA
96088,5191,Redding,CA,73,Redding,CA
96089,5191,Redding,CA,73,Redding,CA
96090,5190,Red Bluff,CA,31,Chico,CA
96091,5191,Redding,CA,73,Redding,CA
96092,5037,Chico,CA,31,Chico,CA
96093,5264,Weaverville,CA,73,Redding,CA
96094,5148,Mount Shasta,CA,73,Redding,CA
96095,5191,Redding,CA,73,Redding,CA
96096,5191,Redding,CA,73,Redding,CA
96097,5277,Yreka,CA,343,Medford,OR
96099,5191,Redding,CA,73,Redding,CA
96101,5003,Alturas,CA,280,Reno,NV
96103,5186,Portola,CA,280,Reno,NV
96104,5035,Cedarville,CA,280,Reno,NV
96105,29013,Reno,NV,280,Reno,NV
96106,5186,Portola,CA,280,Reno,NV
96107,29003,Carson City,NV,280,Reno,NV
96108,38027,Klamath Falls,OR,343,Medford,OR
96109,29013,Reno,NV,280,Reno,NV
96110,5035,Cedarville,CA,280,Reno,NV
96111,29013,Reno,NV,280,Reno,NV
96112,5035,Cedarville,CA,280,Reno,NV
96113,29013,Reno,NV,280,Reno,NV
96114,5241,Susanville,CA,280,Reno,NV
96115,5035,Cedarville,CA,280,Reno,NV
96116,5003,Alturas,CA,280,Reno,NV
96117,5241,Susanville,CA,280,Reno,NV
96118,29013,Reno,NV,280,Reno,NV
96119,5241,Susanville,CA,280,Reno,NV
96120,29003,Carson City,NV,280,Reno,NV
96121,5241,Susanville,CA,280,Reno,NV
96122,5186,Portola,CA,280,Reno,NV
96123,5241,Susanville,CA,280,Reno,NV
96124,5250,Truckee,CA,280,Reno,NV
96125,5087,Grass Valley,CA,77,Sacramento,CA
96126,5250,Truckee,CA,280,Reno,NV
96127,5241,Susanville,CA,280,Reno,NV
96128,5241,Susanville,CA,280,Reno,NV
96129,5186,Portola,CA,280,Reno,NV
96130,5241,Susanville,CA,280,Reno,NV
96132,5241,Susanville,CA,280,Reno,NV
96133,29003,Carson City,NV,280,Reno,NV
96134,38027,Klamath Falls,OR,343,Medford,OR
96135,29013,Reno,NV,280,Reno,NV
96136,5241,Susanville,CA,280,Reno,NV
96137,5036,Chester,CA,31,Chico,CA
96140,5250,Truckee,CA,280,Reno,NV
96141,5250,Truckee,CA,280,Reno,NV
96142,5250,Truckee,CA,280,Reno,NV
96143,5250,Truckee,CA,280,Reno,NV
96145,5250,Truckee,CA,280,Reno,NV
96146,5250,Truckee,CA,280,Reno,NV
96148,5250,Truckee,CA,280,Reno,NV
96150,5235,South Lake Tahoe,CA,77,Sacramento,CA
96151,5235,South Lake Tahoe,CA,77,Sacramento,CA
96152,5235,South Lake Tahoe,CA,77,Sacramento,CA
96154,5235,South Lake Tahoe,CA,77,Sacramento,CA
96155,5235,South Lake Tahoe,CA,77,Sacramento,CA
96156,5235,South Lake Tahoe,CA,77,Sacramento,CA
96157,5235,South Lake Tahoe,CA,77,Sacramento,CA
96158,5235,South Lake Tahoe,CA,77,Sacramento,CA
96160,5250,Truckee,CA,280,Reno,NV
96161,5250,Truckee,CA,280,Reno,NV
96162,5250,Truckee,CA,280,Reno,NV
96701,12003,Honolulu,HI,150,Honolulu,HI
96703,12010,Lihue,HI,150,Honolulu,HI
96704,12007,Kealakekua,HI,150,Honolulu,HI
96705,12014,Waimea,HI,150,Honolulu,HI
96706,12003,Honolulu,HI,150,Honolulu,HI
96707,12003,Honolulu,HI,150,Honolulu,HI
96708,12013,Wailuku,HI,150,Honolulu,HI
96709,12003,Honolulu,HI,150,Honolulu,HI
96710,12001,Hilo,HI,150,Honolulu,HI
96712,12003,Honolulu,HI,150,Honolulu,HI
96713,12013,Wailuku,HI,150,Honolulu,HI
96714,12010,Lihue,HI,150,Honolulu,HI
96715,12010,Lihue,HI,150,Honolulu,HI
96716,12014,Waimea,HI,150,Honolulu,HI
96717,12003,Honolulu,HI,150,Honolulu,HI
96718,12001,Hilo,HI,150,Honolulu,HI
96719,12008,Kohala,HI,150,Honolulu,HI
96720,12001,Hilo,HI,150,Honolulu,HI
96721,12001,Hilo,HI,150,Honolulu,HI
96722,12010,Lihue,HI,150,Honolulu,HI
96725,12007,Kealakekua,HI,150,Honolulu,HI
96726,12007,Kealakekua,HI,150,Honolulu,HI
96727,12001,Hilo,HI,150,Honolulu,HI
96728,12001,Hilo,HI,150,Honolulu,HI
96729,12003,Honolulu,HI,150,Honolulu,HI
96730,12003,Honolulu,HI,150,Honolulu,HI
96731,12003,Honolulu,HI,150,Honolulu,HI
96732,12013,Wailuku,HI,150,Honolulu,HI
96733,12013,Wailuku,HI,150,Honolulu,HI
96734,12005,Kailua,HI,150,Honolulu,HI
96737,12001,Hilo,HI,150,Honolulu,HI
96738,12001,Hilo,HI,150,Honolulu,HI
96739,12007,Kealakekua,HI,150,Honolulu,HI
96740,12007,Kealakekua,HI,150,Honolulu,HI
96741,12014,Waimea,HI,150,Honolulu,HI
96742,12003,Honolulu,HI,150,Honolulu,HI
96743,12001,Hilo,HI,150,Honolulu,HI
96744,12003,Honolulu,HI,150,Honolulu,HI
96745,12007,Kealakekua,HI,150,Honolulu,HI
96746,12010,Lihue,HI,150,Honolulu,HI
96747,12014,Waimea,HI,150,Honolulu,HI
96748,12003,Honolulu,HI,150,Honolulu,HI
96749,12001,Hilo,HI,150,Honolulu,HI
96750,12007,Kealakekua,HI,150,Honolulu,HI
96751,12010,Lihue,HI,150,Honolulu,HI
96752,12014,Waimea,HI,150,Honolulu,HI
96753,12013,Wailuku,HI,150,Honolulu,HI
96754,12010,Lihue,HI,150,Honolulu,HI
96755,12008,Kohala,HI,150,Honolulu,HI
96756,12010,Lihue,HI,150,Honolulu,HI
96757,12003,Honolulu,HI,150,Honolulu,HI
96759,12003,Honolulu,HI,150,Honolulu,HI
96760,12001,Hilo,HI,150,Honolulu,HI
96761,12013,Wailuku,HI,150,Honolulu,HI
96762,12003,Honolulu,HI,150,Honolulu,HI
96763,12003,Honolulu,HI,150,Honolulu,HI
96764,12001,Hilo,HI,150,Honolulu,HI
96765,12010,Lihue,HI,150,Honolulu,HI
96766,12010,Lihue,HI,150,Honolulu,HI
96767,12013,Wailuku,HI,150,Honolulu,HI
96768,12013,Wailuku,HI,150,Honolulu,HI
96769,12014,Waimea,HI,150,Honolulu,HI
96770,12003,Honolulu,HI,150,Honolulu,HI
96771,12001,Hilo,HI,150,Honolulu,HI
96772,12001,Hilo,HI,150,Honolulu,HI
96773,12001,Hilo,HI,150,Honolulu,HI
96774,12001,Hilo,HI,150,Honolulu,HI
96776,12001,Hilo,HI,150,Honolulu,HI
96777,12001,Hilo,HI,150,Honolulu,HI
96778,12001,Hilo,HI,150,Honolulu,HI
96779,12013,Wailuku,HI,150,Honolulu,HI
96780,12001,Hilo,HI,150,Honolulu,HI
96781,12001,Hilo,HI,150,Honolulu,HI
96782,12003,Honolulu,HI,150,Honolulu,HI
96783,12001,Hilo,HI,150,Honolulu,HI
96784,12013,Wailuku,HI,150,Honolulu,HI
96785,12001,Hilo,HI,150,Honolulu,HI
96786,12012,Wahiawa,HI,150,Honolulu,HI
96788,12013,Wailuku,HI,150,Honolulu,HI
96789,12003,Honolulu,HI,150,Honolulu,HI
96790,12013,Wailuku,HI,150,Honolulu,HI
96791,12012,Wahiawa,HI,150,Honolulu,HI
96792,12003,Honolulu,HI,150,Honolulu,HI
96793,12013,Wailuku,HI,150,Honolulu,HI
96795,12005,Kailua,HI,150,Honolulu,HI
96796,12014,Waimea,HI,150,Honolulu,HI
96797,12003,Honolulu,HI,150,Honolulu,HI
96801,12003,Honolulu,HI,150,Honolulu,HI
96802,12003,Honolulu,HI,150,Honolulu,HI
96803,12003,Honolulu,HI,150,Honolulu,HI
96804,12003,Honolulu,HI,150,Honolulu,HI
96805,12003,Honolulu,HI,150,Honolulu,HI
96806,12003,Honolulu,HI,150,Honolulu,HI
96807,12003,Honolulu,HI,150,Honolulu,HI
96808,12003,Honolulu,HI,150,Honolulu,HI
96809,12003,Honolulu,HI,150,Honolulu,HI
96810,12003,Honolulu,HI,150,Honolulu,HI
96811,12003,Honolulu,HI,150,Honolulu,HI
96812,12003,Honolulu,HI,150,Honolulu,HI
96813,12003,Honolulu,HI,150,Honolulu,HI
96814,12003,Honolulu,HI,150,Honolulu,HI
96815,12003,Honolulu,HI,150,Honolulu,HI
96816,12003,Honolulu,HI,150,Honolulu,HI
96817,12003,Honolulu,HI,150,Honolulu,HI
96818,12003,Honolulu,HI,150,Honolulu,HI
96819,12003,Honolulu,HI,150,Honolulu,HI
96820,12003,Honolulu,HI,150,Honolulu,HI
96821,12003,Honolulu,HI,150,Honolulu,HI
96822,12003,Honolulu,HI,150,Honolulu,HI
96823,12003,Honolulu,HI,150,Honolulu,HI
96824,12003,Honolulu,HI,150,Honolulu,HI
96825,12003,Honolulu,HI,150,Honolulu,HI
96826,12003,Honolulu,HI,150,Honolulu,HI
96828,12003,Honolulu,HI,150,Honolulu,HI
96830,12003,Honolulu,HI,150,Honolulu,HI
96836,12003,Honolulu,HI,150,Honolulu,HI
96837,12003,Honolulu,HI,150,Honolulu,HI
96838,12003,Honolulu,HI,150,Honolulu,HI
96839,12003,Honolulu,HI,150,Honolulu,HI
96840,12003,Honolulu,HI,150,Honolulu,HI
96841,12003,Honolulu,HI,150,Honolulu,HI
96843,12003,Honolulu,HI,150,Honolulu,HI
96844,12003,Honolulu,HI,150,Honolulu,HI
96846,12003,Honolulu,HI,150,Honolulu,HI
96847,12003,Honolulu,HI,150,Honolulu,HI
96848,12003,Honolulu,HI,150,Honolulu,HI
96849,12003,Honolulu,HI,150,Honolulu,HI
96850,12003,Honolulu,HI,150,Honolulu,HI
96853,12003,Honolulu,HI,150,Honolulu,HI
96854,12012,Wahiawa,HI,150,Honolulu,HI
96857,12012,Wahiawa,HI,150,Honolulu,HI
96858,12003,Honolulu,HI,150,Honolulu,HI
96859,12003,Honolulu,HI,150,Honolulu,HI
96860,12003,Honolulu,HI,150,Honolulu,HI
96861,12003,Honolulu,HI,150,Honolulu,HI
96863,12005,Kailua,HI,150,Honolulu,HI
96898,12003,Honolulu,HI,150,Honolulu,HI
97001,38032,Madras,OR,341,Bend,OR
97002,38056,Tualatin,OR,344,Portland,OR
97003,38043,Portland,OR,344,Portland,OR
97004,38041,Oregon City,OR,344,Portland,OR
97005,38043,Portland,OR,344,Portland,OR
97006,38043,Portland,OR,344,Portland,OR
97007,38043,Portland,OR,344,Portland,OR
97008,38043,Portland,OR,344,Portland,OR
97009,38043,Portland,OR,344,Portland,OR
97010,38043,Portland,OR,344,Portland,OR
97011,38043,Portland,OR,344,Portland,OR
97013,38041,Oregon City,OR,344,Portland,OR
97014,38025,Hood River,OR,344,Portland,OR
97015,38043,Portland,OR,344,Portland,OR
97016,50031,Longview,WA,344,Portland,OR
97017,38041,Oregon City,OR,344,Portland,OR
97018,38043,Portland,OR,344,Portland,OR
97019,38043,Portland,OR,344,Portland,OR
97020,38056,Tualatin,OR,344,Portland,OR
97021,38054,The Dalles,OR,344,Portland,OR
97022,38043,Portland,OR,344,Portland,OR
97023,38043,Portland,OR,344,Portland,OR
97024,38043,Portland,OR,344,Portland,OR
97026,38056,Tualatin,OR,344,Portland,OR
97027,38041,Oregon City,OR,344,Portland,OR
97028,38043,Portland,OR,344,Portland,OR
97029,38054,The Dalles,OR,344,Portland,OR
97030,38043,Portland,OR,344,Portland,OR
97031,38025,Hood River,OR,344,Portland,OR
97032,38056,Tualatin,OR,344,Portland,OR
97033,38054,The Dalles,OR,344,Portland,OR
97034,38043,Portland,OR,344,Portland,OR
97035,38043,Portland,OR,344,Portland,OR
97036,38043,Portland,OR,344,Portland,OR
97037,38054,The Dalles,OR,344,Portland,OR
97038,38041,Oregon City,OR,344,Portland,OR
97039,38054,The Dalles,OR,344,Portland,OR
97040,38054,The Dalles,OR,344,Portland,OR
97041,38025,Hood River,OR,344,Portland,OR
97042,38041,Oregon City,OR,344,Portland,OR
97044,38025,Hood River,OR,344,Portland,OR
97045,38041,Oregon City,OR,344,Portland,OR
97048,50031,Longview,WA,344,Portland,OR
97049,38043,Portland,OR,344,Portland,OR
97050,38054,The Dalles,OR,344,Portland,OR
97051,38043,Portland,OR,344,Portland,OR
97053,38043,Portland,OR,344,Portland,OR
97054,38043,Portland,OR,344,Portland,OR
97055,38043,Portland,OR,344,Portland,OR
97056,38043,Portland,OR,344,Portland,OR
97057,38032,Madras,OR,341,Bend,OR
97058,38054,The Dalles,OR,344,Portland,OR
97060,38043,Portland,OR,344,Portland,OR
97062,38056,Tualatin,OR,344,Portland,OR
97063,38054,The Dalles,OR,344,Portland,OR
97064,38043,Portland,OR,344,Portland,OR
97065,38054,The Dalles,OR,344,Portland,OR
97067,38043,Portland,OR,344,Portland,OR
97068,38043,Portland,OR,344,Portland,OR
97070,38056,Tualatin,OR,344,Portland,OR
97071,38056,Tualatin,OR,344,Portland,OR
97075,38043,Portland,OR,344,Portland,OR
97076,38043,Portland,OR,344,Portland,OR
97077,38043,Portland,OR,344,Portland,OR
97078,38043,Portland,OR,344,Portland,OR
97079,38043,Portland,OR,344,Portland,OR
97080,38043,Portland,OR,344,Portland,OR
97086,38043,Portland,OR,344,Portland,OR
97089,38043,Portland,OR,344,Portland,OR
97101,38033,McMinnville,OR,344,Portland,OR
97102,38049,Seaside,OR,344,Portland,OR
97103,38003,Astoria,OR,344,Portland,OR
97106,38024,Hillsboro,OR,344,Portland,OR
97107,38055,Tillamook/Wheeler,OR,344,Portland,OR
97108,38031,Lincoln City,OR,344,Portland,OR
